F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
2.7536,15.434,0,2346.87,2.621,-7780.77,-7.07622,-2088.03,-42.875,-5.274,8.064,-1.96,-5371.9,1,-2.3901,94.2,12831.523,13.425,-263.48,22.42,TRUE
3.772,6.929,1,2859.06,1.3844,-8162.34,-10.041,-2091.22,-49.842,-4.0288,7.862,-1.96,-7019.7,0,-7.968,2437.8,12894.42,11.4291,-295.674,,TRUE
4.696,7.0592,1,2413.95,2.1859,-7905.363,-10.944,-1919.57,-51.695,-6.48,6.916,-1.96,-7363.88,1,-4.635,2812.8,12814.238,9.9453,-849.6,20.78,FALSE
3.2967,9.184,1,2367.51,1.232721,-3865.98,-7.6641,-2204.87,-44.136,-3.5042,6.195,-1.96,-6982.1,1,-2.7123,3372,12651.28,9.68328,2992.4,,FALSE
2.8981,9.312,0,2323.95,1.5763,-7318.08,-7.7913,-2052.79,-41.9775,-3.589,6.682,-0.96,-7048.9,0,-2.0475,4175.7,12911.12,15.018,-281.13,,TRUE
2.58027,7.6254,0,2897.76,2.0233,-9111.18,-9.0405,-1963.27,-43.527,-3.6262,6.814,-1.96,-2911.7,1,-2.2521,313.5,12782.64,11.313,-511.6,,TRUE
2.7803,11.18,1,2306.46,1.9515,-8773.08,-10.392,-2140.71,-58.08,-3.4836,9.004,-0.96,-5408.5,0,-2.1693,4606.5,12873.16,10.3542,-20.8,22.2,TRUE
2.6941,6.9886,1,3224.76,2.0704,-7619.22,-12.591,-1996.26,-59.77,-5.393,8.118,-1.96,-7542.1,0,-1.7586,-1305.9,12938.64,10.1664,-200.06,,TRUE
5.177,7.2858,0,4756.26,1.4043,-8350.68,-11.34,-3209.17,-49.823,-3.5602,4.8358,-0.96,-6946.7,0,-7.389,2467.2,12915.02,13.866,-281.764,23,TRUE
3.672,6.8004,0,6766.26,2.109,-8000.46,-9.0489,-2026.99,-46.59,-4.589,8.73,-0.96,-7081.04,0,-2.0265,3960.6,12868.12,10.6527,-517.4,19.98,TRUE
3.206,7.581,1,3163.86,1.233567,-8332.38,-7.5093,-2157.68,-48.446,-3.6853,6.1788,-1.96,-6508.7,0,-5.919,2551.5,12864.8,11.0679,-280.206,,TRUE
3.0209,6.901,0,1720.56,1.6931,-8499.18,-9.945,-2616.27,-52.22,-3.582,5.0226,-1.96,-6175.7,0,-5.856,1876.23,12828.19,13.986,-259.7,21.36,FALSE
3.0662,7.8294,1,2865.06,1.3809,-5246.88,-8.5815,-2052.77,-45.569,-3.5454,11.156,-1.96,-7361.82,1,-4.179,2855.4,12809.14,9.75531,390.2,,TRUE
2.6898,8.1204,0,2771.16,1.5499,-7362.78,-9.6519,-2586.87,-57.17,-4.457,5.2888,-1.96,-4725.7,1,-3.3111,3551.1,12632.98,13.167,-137.1,22.36,TRUE
7.075,7.2144,0,4293.66,2.727,-6622.98,-9.5748,-2666.57,-52.59,-3.9802,4.9312,-0.96,-7183.88,1,-1.5234,10874.1,12795,10.5801,199.6,,TRUE
3.4176,8.2584,1,2239.92,4.186,-7128.18,-11.028,-2003.72,-45.787,-4.1931,7.502,-1.96,-7632.5,1,-1.6671,7622.1,12784.34,12.4113,-215.62,25.96,FALSE
3.3363,13.742,1,2413.65,1.27193,-8055.48,-6.98595,-2384.27,-97.51,-5.253,4.9844,-1.96,-6473.7,1,-8.436,2143.11,12861.5,10.9683,-349.34,23.78,TRUE
2.6702,7.0902,0,2414.67,2.655,-3037.98,-8.0094,-2085.478,-55.45,-3.4722,12.004,-0.96,-6767.5,1,-8.202,2236.14,12933.62,10.2849,289.8,21.76,TRUE
5.801,7.0162,0,5458.26,1.28562,-6455.88,-6.99093,-2296.87,-49.6,-3.8161,6.5762,-0.96,-6983.5,0,-6.018,1821.42,12832.694,11.2911,54.8,19.62,FALSE
4.541,7.352,1,3412.26,1.2300823,-7975.44,-10.833,-2022.4,-68.69,-6.045,8.378,-1.96,-7179.46,0,-6.612,2578.5,12816.688,11.6031,-429.38,,TRUE
3.549,11.856,1,2425.14,1.3895,-2428.98,-8.6976,-2266.07,-51.393,-3.5141,6.0974,-0.96,-7036.1,1,-6.546,2831.4,13632.16,11.1801,150.2,,TRUE
3.0016,6.7668,1,1469.76,1.2300888,-8470.08,-7.8939,-2154.35,-53.67,-3.7501,7.496,-0.96,-6132.7,0,-3.2271,1972.29,12846.59,14.385,-270.64,,FALSE
3.2832,9.538,0,2547.99,1.28326,-8485.38,-10.224,-2186.97,-54.81,-3.8891,5.8732,-0.96,-6400.9,1,-3.105,2153.91,12793.8,10.4202,-353.9,,FALSE
3.61,8.535,0,2670.66,1.27653,-5477.88,-13.944,-2418.67,-47.292,-3.7667,5.7128,-0.96,-6987.3,0,-8.322,2732.1,12872.26,15.24,-150.54,,TRUE
3.8,6.828,1,1540.56,1.4735,-7370.58,-7.6785,-1857.47,-43.314,-4.408,5.5316,-0.96,-7357.88,0,-13.836,2020.95,12852.52,13.284,-249.08,19.14,FALSE
3.2484,7.465,0,3561.66,1.3655,-4585.98,-7.3095,-2202.07,-45.129,-3.5708,6.994,-0.96,-6678.5,1,-3.7437,3332.4,12917.94,15.678,-198.56,,TRUE
3.246,7.3316,1,1536.06,1.9851,-6577.98,-11.34,-3044.47,-60.35,-4.0241,5.0452,-0.96,-6641.9,1,-1.7934,-1950.9,12849.246,12.1932,29.6,21.4,FALSE
4.01,9.448,1,2421.72,2.472,-4732.98,-10.11,-2036.85,-45.794,-3.5159,8.758,-1.96,-7234.346,1,-7.545,1904.25,12840.982,10.8996,-171.16,21.92,TRUE
3.3619,6.8906,0,5152.86,1.32909,-10215.18,-8.1696,-1956.67,-45.896,-3.6982,8.57,-0.96,-7072.88,0,-1.30104,3629.7,12876.28,16.404,-418.62,21.66,FALSE
2.8197,9.942,0,2594.46,1.397,-7618.8,-8.3142,-2375.27,-51.577,-5.092,5.3766,-1.96,-5680.9,1,-2.1693,3749.1,14533.96,10.3569,185,24,TRUE
4.14,7.2744,1,3731.76,1.28599,-8933.28,-10.464,-447.17,-50.234,-3.7088,4.77804,-0.96,-7076.96,0,-1.6887,2312.55,12833.51,11.226,-546.6,,TRUE
4.654,11.358,0,2479.56,1.709,-6005.58,-13.698,-2035.17,-66.62,-3.9451,8.092,-0.96,-7322.78,1,-4.506,2604.9,12791.46,9.9315,769.2,,TRUE
2.7604,9.764,0,2593.26,1.25017,-7958.94,-8.5236,-2435.87,-46.101,-4.445,5.4626,-1.96,-4505.7,1,-2.0787,4795.5,12891.64,11.1588,-172.4,,TRUE
2.6252,6.993,1,1674.36,2.454,-7592.22,-12.84,-2058.68,-45.522,-3.9465,6.946,-1.96,-7681.9,0,-5.676,2757,12729.72,9.8424,192,,FALSE
3.721,7.0044,1,2398.11,1.25451,-7857.6,-11.376,-1980.33,-44.395,-4.2942,7.45,-0.96,-7319.44,1,-12.597,2146.8,13014.1,11.8212,-360.78,19.88,FALSE
2.6419,6.8606,1,418.56,1.4728,-7505.28,-11.718,-2119.06,-59.23,-5.69,10.226,-0.96,-5263.3,0,-5.178,1368.6,12874.9,12.1836,-24,,FALSE
2.9569,10.334,1,2449.11,1.4062,-7832.85,-8.373,-1879.77,-46.711,-3.5179,5.2772,-1.96,-6481.5,0,-5.445,1517.7,12812.098,12.873,-329.7,22.7,TRUE
4.008,7.5262,1,3171.36,1.4291,-6871.98,-7.9248,-2908.07,-46.275,-4.1441,4.823,-1.96,-6988.7,0,-5.364,1944.18,12840.638,9.9438,938.4,,TRUE
3.1872,6.9924,0,4787.46,1.26222,-7489.68,-8.2377,-2148.45,-46.101,-4.2448,9.702,-1.96,-6055.9,0,-3.2238,1630.2,12837.352,11.0961,-18,,FALSE
3.894,14.586,1,2291.994,1.7906,-7966.86,-10.104,-3437.17,-53.18,-5.932,4.80944,-0.96,-6901.7,0,-3.2322,3375.6,12808.36,11.5479,-205.02,,TRUE
3.921,11.478,0,2136.57,1.5595,-7534.98,-7.4781,-2305.07,-49.461,-5.431,4.8712,-1.96,-7235.914,1,-4.47,1591.2,12774.02,10.2456,425.4,,FALSE
2.8237,7.1974,1,3913.56,1.239888,-8739.78,-7.2906,-2583.87,-47.684,-3.5548,5.0416,-0.96,-4759.7,0,-2.7909,1773.9,12905.48,12.4443,-280.176,20.3,FALSE
3.713,7.2744,1,2227.08,1.3924,-7286.28,-10.218,-1819.77,-42.649,-3.6063,5.8394,-0.96,-7366.18,0,-8.274,2032.86,12817.204,12.591,-334.16,18.48,FALSE
3.2019,9.114,1,2519.76,2.086,-5086.38,-9.0405,-2392.27,-52.79,-3.5909,4.9616,-0.96,-7036.7,0,-2.5557,3902.7,12812.064,11.3043,-32,26.92,TRUE
2.6524,7.103,1,1656.36,1.4267,-5296.38,-9.7485,-2835.07,-53.79,-3.5747,5.0704,-1.96,-4491.7,0,-3.1494,1866.93,11117.76,10.2147,671,,FALSE
5.412,6.8886,1,3076.56,4.303,-6580.68,-10.041,-2114.82,-47.634,-3.8987,7.056,-0.96,-7205.44,1,-3.8109,2495.4,12830.044,11.3859,-36.6,,FALSE
3.851,6.8352,1,5497.26,1.28969,-6421.68,-7.5348,-1988.65,-45.699,-3.8186,7.878,-0.96,-7239.522,1,-1.8813,-1413.9,12608.36,13.83,-277.84,22.98,TRUE
3.0517,8.1412,1,2235.54,1.3877,-7132.08,-8.067,-1939.07,-48.701,-4.1943,5.0822,-0.96,-7212.54,1,-1.33326,-3360.9,12830.059,11.076,-84.4,,FALSE
2.8923,7.1736,0,3292.86,1.3894,-8392.38,-9.0897,-2315.57,-42.0606,-4.1433,5.2406,-0.96,-5883.3,0,-6.816,2621.7,12811.35,15.18,-307.762,,TRUE
3.913,9.396,0,2167.47,1.3687,-4987.38,-10.92,-1939.17,-51.222,-3.7138,7.354,-1.96,-7737.5,0,-4.629,2743.8,12875.38,10.3758,103.6,21.62,TRUE
2.8263,9.222,0,2236.71,4.013,-7198.98,-7.15584,-1910.87,-60.88,-4.563,5.9794,-0.96,-8528.3,1,-4.149,2911.5,12574.36,10.5054,30.4,21.54,TRUE
2.7175,7.877,0,2302.71,1.30506,-8349.78,-7.1952,-1919.07,-45.493,-3.9503,6.654,-0.96,-7183.2,1,-3.3381,1760.7,12853.02,15.132,-360.4,,FALSE
2.7669,10.416,1,2338.62,1.6708,-7051.38,-8.4789,-1980.2,-53.93,-4.411,6.67,-0.96,-8675.9,0,-2.7909,4130.7,12595.56,10.749,-13.2,,TRUE
4.279,7.0444,1,1479.06,1.232585,-7948.8,-9.6177,-2544.47,-48.092,-5.538,5.2188,-1.96,-7033.3,1,-5.949,2709,12819.272,11.2077,-131.98,,FALSE
2.7532,9.04,1,2255.991,1.4827,-7294.98,-7.07955,-2311.97,-53.92,-4.0413,5.4108,-0.96,-6147.5,1,-1.9242,3306.9,12956.56,10.7526,54,,FALSE
4.195,8.4432,0,2931.66,1.6256,-7893.9153,-7.3545,-2041.17,-50.244,-4.0291,8.248,-0.96,-6998.9,1,-3.6387,1475.7,12794.1,15.324,-325.84,23.58,FALSE
3.939,6.69892,1,-1744.74,1.24188,-7482.78,-7.9317,-2295.97,-75.92,-5.281,5.6458,-1.96,-7079.72,1,-1.5267,-2859.9,13379.16,11.9004,-16.2,,FALSE
3.131,11.56,1,2430.51,1.5703,-7376.58,-9.6594,-2109.5,-49.603,-3.8961,5.0516,-0.96,-6697.9,0,-1.6587,1360.2,12818.786,10.3155,-103.64,,FALSE
2.9491,6.75918,1,6772.26,1.373,-7327.08,-6.9324,-1774.47,-72.02,-4.1143,5.3244,-0.96,-7410.38,1,-5.385,2730.9,12831.667,10.5591,-249.84,22.72,TRUE
3.54,9.358,1,2700.96,2.236,-8080.86,-7.8966,-2096.93,-44.837,-4.686,11.276,-1.96,-6573.9,1,-3.7647,2200.95,12750.5,10.7973,-336.96,,TRUE
3.939,7.2608,0,3510.66,1.9495,-8264.58,-8.9712,-1417.87,-62.61,-5.226,5.2128,-0.96,-7054.36,0,-3.495,1363.2,12882.1,10.392,-1073.6,,FALSE
2.7082,8.2252,0,2328.48,2.0931,-4932.48,-14.154,-2112.78,-42.151,-3.5231,8.536,-1.96,-5868.5,0,-3.0942,1811.04,12872.18,13.56,-187.94,,FALSE
2.56337,6.8342,0,6775.26,2.561,-7801.41,-7.4607,-2283.07,-84.28,-5.468,5.2206,-0.96,2850.3,1,-3.336,2466.3,12842.486,12.0363,-234.46,19.16,FALSE
2.722,6.8946,1,1541.46,1.4006,-7966.08,-8.0394,-1498.57,-43.843,-7.035,5.3672,-0.96,-9347.7,1,-2.8209,5102.1,12803.3,17.25,-347.24,19.98,FALSE
4.385,7.3858,1,2649.06,1.256,-12397.98,-12.219,-2191.77,-60,-3.42138,8.36,-1.96,-6726.3,1,-6.714,1842.45,12810.262,10.5423,-125,,TRUE
2.6411,7.3728,1,2938.26,1.24006,-7404.48,-13.26,-2073.732,-48.884,-3.4757,8.942,-0.96,-5513.9,1,-2.9703,3132.3,12786.78,10.3095,-228.58,18.58,FALSE
3.4338,10.134,0,2643.06,1.28053,-7809.21,-6.885114,-2846.67,-63.34,-4.916,5.175,-0.96,-6320.3,0,-1.8873,4515.9,12900.22,9.8802,737.4,23.98,TRUE
3.2094,11.084,1,2490.69,1.6387,-7389.48,-8.2653,-1854.47,-91.62,-3.9303,5.5222,-1.96,-7301.24,0,-2.8545,4014.3,12845.048,16.581,-300.5594,,TRUE
4.808,8.0692,0,2813.46,1.4721,-7426.98,-8.3136,-1919.27,-50,-4.818,6.4394,-1.96,-7251.383,1,-2.1411,-332.7,12856.34,9.9051,-71,,TRUE
3.0485,7.4484,1,3647.16,1.32827,-6831.78,-9.4137,-2008.92,-45.774,-3.9105,6.1506,-1.96,-6997.5,0,-7.854,2270.34,12797.44,12.1548,-227.88,,TRUE
3.3495,11.392,0,2503.08,2.672,-6324.78,-8.6322,-1844.07,-45.792,-3.7789,6.724,-0.96,-7374.24,0,-10.581,1658.4,12951.64,9.78531,-668.8,,FALSE
2.7824,7.2032,1,1769.46,2.65,-5952.78,-9.5301,-1764.97,-60.87,-3.6985,5.635,-1.96,-9134.7,1,-3.531,3190.2,12744.38,15.612,-266.2,,FALSE
2.7094,6.73992,1,4894.86,2.465,-8404.68,-8.3874,-1782.97,-45.802,-3.7815,5.2484,-0.96,-5572.7,1,-3.9681,1139.4,12813.878,16.056,-338.42,25,TRUE
3.0342,7.1802,0,2847.96,1.30115,-7804.32,-8.1159,-2267.97,-61.13,-4.428,6.842,-0.96,-6025.7,0,-1.7208,6428.1,12820.896,11.0382,-7,,TRUE
4.761,9.522,1,2559.45,2.336,-6672.78,-7.1856,-1153.17,-47.816,-3.7777,4.9118,-0.96,-7255.53,0,-1.911,1008.3,12610.16,11.1432,-274.18,18.22,FALSE
3.3379,7.0366,1,4998.36,2.758,-8046.42,-8.7648,-2270.27,-51.624,-3.7123,7.21,-1.96,-6118.5,1,-2.8917,3917.4,12780.9,13.278,-204.76,,TRUE
3.932,7.735,1,3024.96,1.27998,-7614.66,-8.2407,-2425.37,-51.354,-4.0718,5.489,-0.96,-6733.7,1,-1.9518,1277.4,12794.1,14.25,-228.36,22.86,TRUE
2.8411,8.332,0,3028.56,1.28228,-7297.68,-11.862,-2046.4,-42.175,-4.538,8.454,-0.96,-6809.3,0,-3.5031,2274.87,12786.82,10.1358,45,22.84,FALSE
5.061,10.97,1,2550.87,1.25923,-7728.84,-10.965,-2092.7,-53.44,-3.6228,12.002,-1.96,-6995.9,0,-5.82,1885.65,12814.05,13.884,-281.534,22.06,TRUE
3.5046,11.206,0,2146.41,1.6965,-8069.55,-7.9905,-2207.77,-44.96,-5.21,5.7342,-0.96,-7003.3,0,-4.938,2867.7,12839.12,10.5606,-210.7,24.44,TRUE
2.8855,6.6857,1,10555.26,2.522,-9372.18,-9.0309,-1996.67,-48.402,-3.591,7.76,-0.96,-6542.5,1,-2.7324,2439.9,12849.526,10.5525,-696.4,,TRUE
3.5082,10.758,0,2122.32,2.582,-7498.98,-7.596,-1980.48,-48.138,-4.1961,6.948,-0.96,-7572.5,1,-2.7294,3126.6,12901.9,14.433,-275.64,,TRUE
2.9261,9.368,0,2608.56,1.3351,-7659.78,-7.266,-2314.67,-43.554,-5.031,5.2254,-0.96,-6077.3,1,-2.9574,1941.06,14578.36,10.2369,113.6,22.04,FALSE
2.5667,9.036,0,2702.16,1.507,-6184.68,-7.3227,-2011.39,-70.16,-3.8178,7.738,-1.96,-9751.7,0,-2.1336,4554.9,11981.56,11.6364,-187.84,24.08,TRUE
3.735,6.7744,0,6547.26,1.32704,-7851.69,-13.551,-1995.55,-69.91,-5.449,6.1668,-1.96,-6994.5,0,-1.34826,-2109.9,13067.76,14.103,-316.396,,FALSE
6.987,7.5572,1,3853.86,1.23896,-11080.98,-11.382,-1800.77,-62.65,-3.4834,5.8064,-1.96,-7208.6,1,-2.9385,3971.7,12866.08,17.907,-365.34,23.64,TRUE
3.516,13.12,1,2435.64,1.26277,-7630.08,-11.619,-1847.97,-68.53,-5.742,5.4026,-0.96,-7180.06,0,-4.356,2013.42,12827.148,18.213,-282.822,20.66,FALSE
2.8308,8.678,1,2745.36,1.248,-6489.48,-7.2171,-2130.16,-44.292,-3.7945,6.88,-1.96,-6021.9,0,-1.7643,1752.9,17786.16,10.2285,259.4,19.82,TRUE
4.431,6.67904,1,11248.26,1.26831,-6494.58,-8.8698,-1534.37,-46.963,-3.9333,5.0206,-0.96,-7337.64,0,-4.0167,3086.4,12726.12,10.341,-20.4,,TRUE
3.2541,11.396,0,2663.46,3.025,-7835.82,-8.0847,-4430.17,-48.985,-5.083,4.80418,-0.96,-5964.9,0,-1.32489,13919.1,12816.282,12.4827,-188.44,,TRUE
3.894,7.1658,1,3685.26,2.866,-9432.48,-7.9356,-1998.81,-48.546,-3.5195,7.012,-1.96,-6998.9,0,-1.7328,405,12760.88,10.6347,-573.2,,TRUE
3.1031,10.512,1,2682.36,1.6419,-7444.68,-12.372,-1979.95,-46.013,-5.098,6.1852,-1.96,-6979.9,0,-6.846,2086.353,12856.18,14.178,-256.96,28.04,TRUE
3.2454,6.989,0,2379.54,1.32979,-5932.68,-8.4273,-1970.57,-41.93248,-3.6161,6.4104,-0.96,-7637.5,0,-1.30404,19517.1,12796.52,14.445,-258.24,,TRUE
2.6473,6.709,0,7540.26,1.27075,-8089.5,-9.6552,-2178.37,-45.369,-4.0166,6.5418,-1.96,-2047.7,1,-11.187,1996.35,12770.76,12.567,-271.22,22.7,TRUE
3.1911,7.6868,0,2219.31,1.238133,-8079.84,-10.68,-1577.17,-46.063,-4.854,4.85,-0.96,-6914.5,1,-3.5271,1770,12786.58,10.1235,-571,,FALSE
2.6461,7.5166,1,1641.36,1.24588,-7688.79,-10.584,-2131.48,-42.1811,-7.432,7.912,-0.96,-5845.9,0,-6.333,1617,12878.34,17.514,-217.22,,FALSE
2.9515,11.804,0,2267.934,1.27249,-8055.48,-11.7,-2111.9,-53.04,-4.961,10.364,-1.96,-6014.1,0,-4.0929,2026.23,12898.66,18.09,-287.422,,FALSE
2.8307,8.094,0,2241.9,1.29142,-8112.69,-9.501,-2125.61,-98.18,-3.41015,11.026,-0.96,-5296.1,0,-7.749,1977.54,12691.8,14.763,-240.18,,FALSE
2.6222,7.3538,1,3296.76,1.6684,-7376.88,-8.8473,-2171.83,-59.4,-5.646,6.914,-1.96,-3923.7,0,-6.324,1774.2,12815.298,12.1971,-19.2,22.28,TRUE
2.8471,6.8744,1,5010.96,1.3547,-8476.68,-11.442,-2133.82,-46.491,-3.8803,10.268,-0.96,-4555.7,0,-2.9103,1735.5,12799.3,10.1442,-151.64,,FALSE
2.8249,8.7,0,1987.56,1.24288,-7380.48,-6.93117,-1401.27,-58.9,-4.382,5.093,-1.96,-8831.1,0,-3.6603,2911.2,12817.666,11.5482,-232.56,21.7,TRUE
3.701,9.074,0,2730.66,1.26214,-7462.38,-11.73,-2348.07,-48.428,-5.029,5.615,-1.96,-6741.9,1,-2.0904,1063.5,12779,11.6343,-42.8,23.12,TRUE
2.6718,7.38,0,3000.36,1.7149,-8390.28,-10.449,-1570.67,-65.8,-3.6105,4.9228,-1.96,-6651.1,1,-5.196,2831.4,12806.5,13.092,-343.74,,TRUE
4.283,8.914,1,2204.4,1.6548,-7971.36,-7.07247,-3947.17,-90.56,-5.356,4.77046,-0.96,-6889.1,1,-3.1515,1419.9,12254.16,11.826,-202.5,19.08,FALSE
2.6949,7.3378,1,1991.43,1.234479,-8702.28,-8.3142,-2182.57,-58.67,-3.9861,6.2178,-1.96,-4053.7,1,-1.4322,-506.1,12845.416,17.154,-305.242,,FALSE
3.588,7.7524,1,2133.66,3.98,-7885.719,-8.817,-2246.67,-54.72,-4.0769,5.44,-1.96,-6924.1,0,-1.2741,4105.2,12924.64,12.837,-239.52,21.8,FALSE
2.8365,9.282,0,2336.94,1.26847,-6745.98,-10.812,-2136.94,-53.61,-3.8305,9.968,-1.96,-5793.5,0,-2.7888,1934.82,12833.858,9.77985,1910.4,18.06,FALSE
3.2694,7.3368,0,2399.22,1.237482,-7433.28,-12.489,-2002.79,-42.2387,-5.122,6.0552,-0.96,-7320.94,1,-12.696,2012.04,12801.58,11.8338,-140.22,22.18,FALSE
2.9568,8.888,1,2592.36,1.28013,-9183.18,-9.6543,-2206.57,-49.59,-3.6377,7.44,-0.96,-5113.7,0,-6.501,1971.75,13000.62,11.2329,-238.72,21.12,FALSE
3.3941,8.812,0,2112.84,2.408,-8846.88,-8.6895,-1869.87,-55.97,-3.7203,5.3114,-0.96,-7049.5,1,-1.7361,228.6,12876.84,11.7219,-393.7,,FALSE
2.6216,7.9624,1,2183.16,2.933,-7226.28,-7.6938,-1447.17,-43.163,-3.6774,4.77626,-0.96,-8339.7,1,-1.29219,20975.1,12819.408,11.3856,-228.54,20.28,TRUE
3.3783,8.4444,0,2946.36,2.0035,-11413.98,-8.2872,-672.17,-49.554,-3.4698,4.80782,-1.96,-7026.9,0,-1.5666,9557.1,12839.3,10.9713,-624.6,,TRUE
3.694,7.514,1,3380.16,1.6965,664.02,-10.713,-1636.87,-44.135,-3.39503,5.1392,-0.96,-7348.38,0,-8.757,2523.3,12821.58,11.2194,-249.38,,TRUE
2.57883,6.8504,1,5171.16,1.27018,-7088.58,-9.4536,-2707.47,-42.2291,-3.8221,5.402,-0.96,3026.3,0,-4.377,3037.2,12781.84,9.9162,1207.8,20.94,TRUE
3.742,6.977,0,3661.56,1.24681,-4983.48,-8.5197,-2076.6638,-49.238,-3.6957,5.54,-0.96,-7219.44,1,-3.7389,2143.47,12817.172,18.255,-237.6,22.98,TRUE
2.883,8.606,1,2067.51,2.0436,-7772.76,-7.7649,-1749.17,-43.767,-3.9906,4.8924,-0.96,-7097.44,0,-2.9475,1844.55,12846.08,17.121,-290.772,,FALSE
2.8006,6.73086,0,4283.46,1.4284,-4905.18,-6.92511,-2155.3,-76.73,-3.4748,7.426,-0.96,-5874.3,1,-2.9673,2478.3,12863.82,14.49,-212.4,,FALSE
2.8682,11.326,0,2414.13,1.3421,-5057.28,-8.0034,-2024.92,-90.72,-3.5802,7.73,-1.96,-7552.7,0,-2.6034,3321.3,12774.06,11.2338,-158.98,22.66,TRUE
3.315,7.6004,0,3144.06,3.002,-6793.38,-7.0704,-2855.17,-68.24,-3.8199,5.347,-1.96,-6291.9,0,-3.5313,3242.4,12832.356,9.912,1529.6,,TRUE
4.34,7.1322,1,1942.56,1.8667,-9019.38,-8.7618,-2153.81,-43.378,-3.5925,5.2784,-0.96,-7064.24,0,-3.6117,2230.65,12776.84,11.5947,-308.7,,FALSE
2.60039,7.0292,1,4617.06,2.326,-3016.98,-11.547,-2209.57,-42.836,-3.4957,7.188,-1.96,-1817.7,1,-3.2667,3248.4,12818.852,16.26,-201.06,22.48,TRUE
5.606,8.3598,1,2102.43,2.1298,-8555.88,-11.436,-2088.3,-42.1853,-4.1513,4.8994,-0.96,-7101.38,0,-1.3392,-8034.9,12868.66,9.9531,-718.4,20.32,FALSE
4.108,15.13,0,2452.59,2.289,-7648.35,-10.704,-1929.17,-69.11,-6.341,5.4416,-1.96,-7152.24,1,-1.4613,3683.7,12814.61,21.096,-281.414,,TRUE
2.6193,11.622,1,2413.65,1.6982,-7898.283,-11.232,-1966.37,-55.83,-5.008,6.0814,-0.96,-6325.7,1,-4.0764,2827.5,12743.58,10.2351,-454.5,24.9,TRUE
3.865,6.75486,1,7612.26,1.233141,-8895.48,-9.0384,-1958.77,-48.437,-3.6496,6.75,-1.96,-7175.62,1,-2.7873,4279.8,12845.898,11.3232,-499.1,,TRUE
5.436,6.8376,1,3426.06,1.235624,-7918.581,-7.4601,-2398.57,-42.8002,-7.894,5.4074,-0.96,-7073.48,0,-1.7808,5828.1,12673.9,13.056,-242.5,22.26,TRUE
4,7.2968,0,2121.81,1.3895,-8222.58,-7.248,-2402.97,-43.456,-4.957,6.01,-0.96,-6608.3,1,-3.3822,1528.5,12855.46,14.331,-263.46,,FALSE
3.744,12.02,0,2238.57,1.235401,-7175.88,-10.857,-2018.31,-44.065,-4.0405,7.896,-1.96,-7346.22,1,-5.808,1859.31,12569.56,10.8852,-173.16,,FALSE
4.836,7.0872,0,1634.46,1.6214,-6768.48,-7.3542,-2300.07,-42.3351,-4.0264,6.2286,-0.96,-7063.5,1,-8.202,1834.32,12831.293,10.9128,243.6,,FALSE
3.1586,6.8504,1,4806.96,1.6032,-8449.38,-8.1039,-2045.41,-47.962,-4.764,11.196,-0.96,-7019.9,1,-4.215,3846.3,12861.46,10.7664,-717.6,,TRUE
2.8209,7.1408,0,3583.56,3.48,-8236.98,-9.804,-2039.77,-65.28,-4.809,5.9554,-1.96,-5953.5,1,-3.297,3033.9,12800.18,11.6961,-425.76,,TRUE
3.2082,7.4214,1,2458.17,1.230444,-7969.86,-9.4248,-1938.07,-43.184,-6.762,7.096,-1.96,-7224.84,0,-1.863,843.9,12839.024,17.868,-343.18,,FALSE
2.57541,12.738,1,2267.217,1.27219,-8872.68,-8.0517,-2947.67,-54.15,-3.5642,4.845,-1.96,912.3,0,-5.751,2017.2,12605.16,11.1726,-227.24,,FALSE
2.8952,9.416,0,2208.9,1.5969,-7600.38,-9.3063,-1893.67,-45.542,-5.145,5.811,-1.96,-7651.5,1,-6.309,1913.37,12857.44,10.9449,-187.38,,FALSE
4.17,12.078,1,2411.16,1.233297,-8412.18,-8.3178,-2087.85,-45.386,-4.2787,11.496,-0.96,-6946.9,0,-2.1258,4588.2,12835.602,14.472,-331.72,25.12,TRUE
3.1144,9.246,1,2231.25,1.232663,-2635.98,-7.2867,-2868.87,-43.907,-3.4433,4.9032,-1.96,-6977.3,0,-4.464,2903.4,12878.34,11.7663,-46.4,18.98,FALSE
5.259,8.4702,1,2585.76,1.236133,-8396.28,-10.167,-2118.86,-48.892,-3.6976,10.162,-1.96,-6981.3,0,-6.699,1877.64,12806.3,13.62,-273.24,,TRUE
2.8165,7.9174,0,2237.49,1.30582,-7435.68,-12.063,-1641.77,-51.098,-4.811,5.3322,-1.96,-8168.1,0,-1.6185,644.7,12382.76,10.428,-139.36,,FALSE
2.9963,7.5654,1,2156.46,2.0912,-7950.3,-8.9583,-898.17,-51.93,-6.679,4.8686,-0.96,-7280.98,1,-4.0149,1862.91,12925.2,15.129,-346.22,,FALSE
3.1764,8.678,1,2205.18,1.31151,-7558.68,-8.6466,-2202.57,-49.654,-5.241,5.7138,-0.96,-6919.3,1,-1.5615,17.1,12839.48,22.527,-261.14,20.2,FALSE
4.586,8.2044,1,2370.57,1.3166,-7873.191,-10.905,-2164.15,-52.17,-6.657,5.9412,-1.96,-7114.76,0,-4.713,2732.1,12731.68,11.6448,-208.94,18.78,FALSE
